indices,value,var,var_percentage,high,low,date
BET-TRN USD,17055.24,-66.52,-0.39,0.0,0.0,2023-01-12
BET-XT-TRN USD,1443.14,-6.44,-0.44,0.0,0.0,2023-01-12
BET EUR,8430.33,-4.88,-0.06,0.0,0.0,2023-01-12
BET-TR EUR,21187.27,-12.7,-0.06,0.0,0.0,2023-01-12
BETPlus EUR,1589.87,0.11,0.01,0.0,0.0,2023-01-12
BET-FI EUR,22004.03,52.61,0.24,0.0,0.0,2023-01-12
BET-XT EUR,730.79,-0.83,-0.11,0.0,0.0,2023-01-12
BET-XT-TR EUR,1812.55,-2.09,-0.12,0.0,0.0,2023-01-12
BET-NG EUR,622.35,-3.82,-0.61,0.0,0.0,2023-01-12
BET-BK EUR,1919.76,-3.73,-0.19,0.0,0.0,2023-01-12
BET-TRN EUR,21187.27,-12.7,-0.06,0.0,0.0,2023-01-12
BET-XT-TRN EUR,1803.95,-2.08,-0.12,0.0,0.0,2023-01-12
BET LEI,12100.72,137.75,1.15,12151.16,11952.68,2023-01-13
BET-TR LEI,23536.32,267.94,1.15,23634.41,23248.36,2023-01-13
BETPlus LEI,1808.19,21.7,1.21,1815.39,1785.51,2023-01-13
BET-FI LEI,50593.6,160.69,0.32,50741.53,49824.38,2023-01-13
ROTX LEI,27120.39,324.36,1.21,27235.7,26748.06,2023-01-13
BET-XT LEI,1053.36,9.17,0.88,1056.62,1042.08,2023-01-13
BET-XT-TR LEI,2036.21,17.72,0.88,2042.52,2014.41,2023-01-13
BET-NG LEI,896.27,6.22,0.7,897.28,890.0,2023-01-13
BET-BK LEI,2238.47,13.01,0.58,2242.22,2222.63,2023-01-13
BET-TRN LEI,23418.82,266.6,1.15,23516.43,23132.3,2023-01-13
BET-XT-TRN LEI,2026.71,17.64,0.88,2032.98,2005.0,2023-01-13
BET USD,1956.67,21.1,1.09,0.0,0.0,2023-01-13
BET-TR USD,17410.55,187.8,1.09,0.0,0.0,2023-01-13
BETPlus USD,1254.32,14.3,1.15,0.0,0.0,2023-01-13
BET-FI USD,26990.17,69.45,0.26,0.0,0.0,2023-01-13
BET-XT USD,583.57,4.73,0.82,0.0,0.0,2023-01-13
BET-XT-TR USD,1469.13,11.9,0.82,0.0,0.0,2023-01-13
BET-NG USD,496.54,3.15,0.64,0.0,0.0,2023-01-13
BET-BK USD,1386.5,7.22,0.52,0.0,0.0,2023-01-13
BET-TRN USD,17323.61,186.86,1.09,0.0,0.0,2023-01-13
BET-XT-TRN USD,1462.32,11.85,0.82,0.0,0.0,2023-01-13
BET EUR,8567.3,101.49,1.2,0.0,0.0,2023-01-13
BET-TR EUR,21531.45,255.07,1.2,0.0,0.0,2023-01-13
BETPlus EUR,1616.01,20.14,1.26,0.0,0.0,2023-01-13
BET-FI EUR,22310.24,81.26,0.37,0.0,0.0,2023-01-13
BET-XT EUR,740.88,6.79,0.92,0.0,0.0,2023-01-13
BET-XT-TR EUR,1837.56,16.84,0.92,0.0,0.0,2023-01-13
BET-NG EUR,631.12,4.67,0.75,0.0,0.0,2023-01-13
BET-BK EUR,1935.99,12.15,0.63,0.0,0.0,2023-01-13
BET-TRN EUR,21531.45,255.07,1.2,0.0,0.0,2023-01-13
BET-XT-TRN EUR,1828.85,16.77,0.93,0.0,0.0,2023-01-13
BET LEI,12199.83,99.11,0.82,12199.83,12053.64,2023-01-14
BET-TR LEI,23729.09,192.77,0.82,23729.09,23444.75,2023-01-14
BETPlus LEI,1822.92,14.73,0.81,1822.92,1800.15,2023-01-14
BET-FI LEI,50993.96,400.36,0.79,51263.98,50465.23,2023-01-14
ROTX LEI,27328.31,207.92,0.77,27328.31,27007.96,2023-01-14
BET-XT LEI,1060.71,7.35,0.7,1060.71,1050.17,2023-01-14
BET-XT-TR LEI,2050.42,14.21,0.7,2050.42,2030.05,2023-01-14
BET-NG LEI,897.83,1.56,0.17,898.0,891.36,2023-01-14
BET-BK LEI,2254.72,16.25,0.73,2254.72,2235.24,2023-01-14
BET-TRN LEI,23610.63,191.81,0.82,23610.63,23327.7,2023-01-14
BET-XT-TRN LEI,2040.86,14.15,0.7,2040.86,2020.58,2023-01-14
BET USD,1978.67,22.0,1.12,0.0,0.0,2023-01-14
BET-TR USD,17606.35,195.8,1.12,0.0,0.0,2023-01-14
BETPlus USD,1268.37,14.05,1.12,0.0,0.0,2023-01-14
BET-FI USD,27286.2,296.03,1.1,0.0,0.0,2023-01-14
BET-XT USD,589.42,5.85,1.0,0.0,0.0,2023-01-14
BET-XT-TR USD,1483.87,14.74,1.0,0.0,0.0,2023-01-14
BET-NG USD,498.91,2.37,0.48,0.0,0.0,2023-01-14
BET-BK USD,1400.8,14.3,1.03,0.0,0.0,2023-01-14
BET-TRN USD,17518.43,194.82,1.12,0.0,0.0,2023-01-14
BET-XT-TRN USD,1476.99,14.67,1.0,0.0,0.0,2023-01-14
BET EUR,8643.8,76.5,0.89,0.0,0.0,2023-01-14
BET-TR EUR,21723.7,192.25,0.89,0.0,0.0,2023-01-14
BETPlus EUR,1630.37,14.36,0.89,0.0,0.0,2023-01-14
BET-FI EUR,22503.26,193.02,0.87,0.0,0.0,2023-01-14
BET-XT EUR,746.6,5.72,0.77,0.0,0.0,2023-01-14
BET-XT-TR EUR,1851.74,14.18,0.77,0.0,0.0,2023-01-14
BET-NG EUR,632.68,1.56,0.25,0.0,0.0,2023-01-14
BET-BK EUR,1951.47,15.48,0.8,0.0,0.0,2023-01-14
BET-TRN EUR,21723.7,192.25,0.89,0.0,0.0,2023-01-14
BET-XT-TRN EUR,1842.97,14.12,0.77,0.0,0.0,2023-01-14
BET LEI,12261.02,61.19,0.5,12295.1,12189.81,2023-01-15
BET-TR LEI,23848.11,119.02,0.5,23914.4,23709.6,2023-01-15
BETPlus LEI,1830.88,7.96,0.44,1836.81,1820.44,2023-01-15
BET-FI LEI,51135.24,141.28,0.28,51377.23,50606.7,2023-01-15
ROTX LEI,27441.33,113.02,0.41,27537.97,27300.12,2023-01-15
BET-XT LEI,1065.68,4.97,0.47,1068.0,1059.74,2023-01-15
BET-XT-TR LEI,2060.04,9.62,0.47,2064.52,2048.55,2023-01-15
BET-NG LEI,902.98,5.15,0.57,906.0,897.83,2023-01-15
BET-BK LEI,2270.56,15.84,0.7,2272.04,2254.72,2023-01-15
BET-TRN LEI,23729.05,118.42,0.5,23795.01,23591.24,2023-01-15
BET-XT-TRN LEI,2050.43,9.57,0.47,2054.89,2038.99,2023-01-15
BET USD,1989.8,11.13,0.56,0.0,0.0,2023-01-15
BET-TR USD,17705.39,99.04,0.56,0.0,0.0,2023-01-15
BETPlus USD,1274.68,6.31,0.5,0.0,0.0,2023-01-15
BET-FI USD,27378.39,92.19,0.34,0.0,0.0,2023-01-15
BET-XT USD,592.54,3.12,0.53,0.0,0.0,2023-01-15
BET-XT-TR USD,1491.74,7.87,0.53,0.0,0.0,2023-01-15
BET-NG USD,502.08,3.17,0.64,0.0,0.0,2023-01-15
BET-BK USD,1411.5,10.7,0.76,0.0,0.0,2023-01-15
BET-TRN USD,17616.97,98.54,0.56,0.0,0.0,2023-01-15
BET-XT-TRN USD,1484.82,7.83,0.53,0.0,0.0,2023-01-15
BET EUR,8707.89,64.09,0.74,0.0,0.0,2023-01-15
BET-TR EUR,21884.77,161.07,0.74,0.0,0.0,2023-01-15
BETPlus EUR,1641.4,11.03,0.68,0.0,0.0,2023-01-15
BET-FI EUR,22619.46,116.2,0.52,0.0,0.0,2023-01-15
BET-XT EUR,751.89,5.29,0.71,0.0,0.0,2023-01-15
BET-XT-TR EUR,1864.87,13.13,0.71,0.0,0.0,2023-01-15
BET-NG EUR,637.83,5.15,0.81,0.0,0.0,2023-01-15
BET-BK EUR,1969.87,18.4,0.94,0.0,0.0,2023-01-15
BET-TRN EUR,21884.77,161.07,0.74,0.0,0.0,2023-01-15
BET-XT-TRN EUR,1856.03,13.06,0.71,0.0,0.0,2023-01-15
BET LEI,12162.53,-98.49,-0.8,12276.78,12161.13,2023-01-16
BET-TR LEI,23656.55,-191.56,-0.8,23878.76,23653.81,2023-01-16
BETPlus LEI,1817.07,-13.81,-0.75,1833.15,1816.88,2023-01-16
BET-FI LEI,50822.73,-312.51,-0.61,51135.24,50513.88,2023-01-16
ROTX LEI,27182.47,-258.86,-0.94,27484.01,27177.52,2023-01-16
BET-XT LEI,1058.1,-7.58,-0.71,1066.39,1057.97,2023-01-16
BET-XT-TR LEI,2045.38,-14.66,-0.71,2061.4,2045.14,2023-01-16
BET-NG LEI,901.57,-1.41,-0.16,907.36,900.3,2023-01-16
BET-BK LEI,2264.26,-6.3,-0.28,2276.4,2262.71,2023-01-16
BET-TRN LEI,23538.45,-190.6,-0.8,23759.55,23535.72,2023-01-16
BET-XT-TRN LEI,2035.84,-14.59,-0.71,2051.79,2035.6,2023-01-16
BET USD,1978.49,-11.31,-0.57,0.0,0.0,2023-01-16
BET-TR USD,17604.74,-100.65,-0.57,0.0,0.0,2023-01-16
BETPlus USD,1268.06,-6.62,-0.52,0.0,0.0,2023-01-16
BET-FI USD,27275.47,-102.92,-0.38,0.0,0.0,2023-01-16
BET-XT USD,589.72,-2.82,-0.48,0.0,0.0,2023-01-16
BET-XT-TR USD,1484.63,-7.11,-0.48,0.0,0.0,2023-01-16
BET-NG USD,502.48,0.4,0.08,0.0,0.0,2023-01-16
BET-BK USD,1410.91,-0.59,-0.04,0.0,0.0,2023-01-16
BET-TRN USD,17516.82,-100.15,-0.57,0.0,0.0,2023-01-16
BET-XT-TRN USD,1477.74,-7.08,-0.48,0.0,0.0,2023-01-16
BET EUR,8645.35,-62.54,-0.72,0.0,0.0,2023-01-16
BET-TR EUR,21727.6,-157.17,-0.72,0.0,0.0,2023-01-16
BETPlus EUR,1630.42,-10.98,-0.67,0.0,0.0,2023-01-16
BET-FI EUR,22500.5,-118.96,-0.53,0.0,0.0,2023-01-16
BET-XT EUR,747.18,-4.71,-0.63,0.0,0.0,2023-01-16
BET-XT-TR EUR,1853.19,-11.68,-0.63,0.0,0.0,2023-01-16
BET-NG EUR,637.38,-0.45,-0.07,0.0,0.0,2023-01-16
BET-BK EUR,1966.09,-3.78,-0.19,0.0,0.0,2023-01-16
BET-TRN EUR,21727.6,-157.17,-0.72,0.0,0.0,2023-01-16
BET-XT-TRN EUR,1844.4,-11.63,-0.63,0.0,0.0,2023-01-16
BET LEI,12147.12,-15.41,-0.13,12213.35,12121.09,2023-01-17
BET-TR LEI,23626.59,-29.96,-0.13,23755.39,23575.94,2023-01-17
BETPlus LEI,1814.86,-2.21,-0.12,1824.36,1810.28,2023-01-17
BET-FI LEI,51032.22,209.49,0.41,51295.6,50541.43,2023-01-17
ROTX LEI,27149.15,-33.32,-0.12,27279.33,27078.01,2023-01-17
BET-XT LEI,1057.11,-0.99,-0.09,1061.39,1054.94,2023-01-17
BET-XT-TR LEI,2043.46,-1.92,-0.09,2051.74,2039.27,2023-01-17
BET-NG LEI,897.9,-3.67,-0.41,903.83,897.33,2023-01-17
BET-BK LEI,2259.56,-4.7,-0.21,2268.75,2256.73,2023-01-17
BET-TRN LEI,23508.64,-29.81,-0.13,23636.8,23458.25,2023-01-17
BET-XT-TRN LEI,2033.93,-1.91,-0.09,2042.17,2029.76,2023-01-17
BET USD,1970.68,-7.81,-0.39,0.0,0.0,2023-01-17
BET-TR USD,17535.23,-69.51,-0.39,0.0,0.0,2023-01-17
BETPlus USD,1263.12,-4.94,-0.39,0.0,0.0,2023-01-17
BET-FI USD,27314.36,38.89,0.14,0.0,0.0,2023-01-17
BET-XT USD,587.59,-2.13,-0.36,0.0,0.0,2023-01-17
BET-XT-TR USD,1479.25,-5.38,-0.36,0.0,0.0,2023-01-17
BET-NG USD,499.09,-3.39,-0.67,0.0,0.0,2023-01-17
BET-BK USD,1404.2,-6.71,-0.48,0.0,0.0,2023-01-17
BET-TRN USD,17447.66,-69.16,-0.39,0.0,0.0,2023-01-17
BET-XT-TRN USD,1472.39,-5.35,-0.36,0.0,0.0,2023-01-17
BET EUR,8627.53,-17.82,-0.21,0.0,0.0,2023-01-17
BET-TR EUR,21682.82,-44.78,-0.21,0.0,0.0,2023-01-17
BETPlus EUR,1627.14,-3.28,-0.2,0.0,0.0,2023-01-17
BET-FI EUR,22575.27,74.77,0.33,0.0,0.0,2023-01-17
BET-XT EUR,745.89,-1.29,-0.17,0.0,0.0,2023-01-17
BET-XT-TR EUR,1849.98,-3.21,-0.17,0.0,0.0,2023-01-17
BET-NG EUR,634.28,-3.1,-0.49,0.0,0.0,2023-01-17
BET-BK EUR,1960.45,-5.64,-0.29,0.0,0.0,2023-01-17
BET-TRN EUR,21682.82,-44.78,-0.21,0.0,0.0,2023-01-17
BET-XT-TRN EUR,1841.2,-3.2,-0.17,0.0,0.0,2023-01-17
BET LEI,12182.86,35.74,0.29,12204.86,12139.93,2023-01-18
BET-TR LEI,23696.11,69.52,0.29,23738.89,23612.61,2023-01-18
BETPlus LEI,1820.68,5.82,0.32,1822.68,1813.77,2023-01-18
BET-FI LEI,51141.73,109.51,0.21,51402.67,50606.02,2023-01-18
ROTX LEI,27220.86,71.71,0.26,27279.73,27105.69,2023-01-18
BET-XT LEI,1059.93,2.82,0.27,1061.77,1055.7,2023-01-18
BET-XT-TR LEI,2048.91,5.45,0.27,2052.47,2040.73,2023-01-18
BET-NG LEI,897.83,-0.07,-0.01,899.96,895.7,2023-01-18
BET-BK LEI,2267.73,8.17,0.36,2270.27,2259.14,2023-01-18
BET-TRN LEI,23577.81,69.17,0.29,23620.38,23494.73,2023-01-18
BET-XT-TRN LEI,2039.36,5.43,0.27,2042.9,2031.21,2023-01-18
BET USD,1974.73,4.05,0.21,0.0,0.0,2023-01-18
BET-TR USD,17571.23,36.0,0.21,0.0,0.0,2023-01-18
BETPlus USD,1266.05,2.93,0.23,0.0,0.0,2023-01-18
BET-FI USD,27348.69,34.33,0.13,0.0,0.0,2023-01-18
BET-XT USD,588.63,1.04,0.18,0.0,0.0,2023-01-18
BET-XT-TR USD,1481.88,2.63,0.18,0.0,0.0,2023-01-18
BET-NG USD,498.61,-0.48,-0.1,0.0,0.0,2023-01-18
BET-BK USD,1408.03,3.83,0.27,0.0,0.0,2023-01-18
BET-TRN USD,17483.47,35.81,0.21,0.0,0.0,2023-01-18
BET-XT-TRN USD,1475.01,2.62,0.18,0.0,0.0,2023-01-18
BET EUR,8607.61,-19.92,-0.23,0.0,0.0,2023-01-18
BET-TR EUR,21632.76,-50.06,-0.23,0.0,0.0,2023-01-18
BETPlus EUR,1623.81,-3.33,-0.2,0.0,0.0,2023-01-18
BET-FI EUR,22505.27,-70.0,-0.31,0.0,0.0,2023-01-18
BET-XT EUR,743.96,-1.93,-0.26,0.0,0.0,2023-01-18
BET-XT-TR EUR,1845.2,-4.78,-0.26,0.0,0.0,2023-01-18
BET-NG EUR,630.91,-3.37,-0.53,0.0,0.0,2023-01-18
BET-BK EUR,1957.24,-3.21,-0.16,0.0,0.0,2023-01-18
BET-TRN EUR,21632.76,-50.06,-0.23,0.0,0.0,2023-01-18
BET-XT-TRN EUR,1836.45,-4.75,-0.26,0.0,0.0,2023-01-18
BET LEI,11729.05,-453.81,-3.72,12182.86,11729.05,2023-01-19
BET-TR LEI,22813.43,-882.68,-3.72,23696.11,22813.43,2023-01-19
BETPlus LEI,1755.67,-65.01,-3.57,1820.71,1755.67,2023-01-19
BET-FI LEI,50737.67,-404.06,-0.79,51141.73,50080.32,2023-01-19
ROTX LEI,26076.88,-1143.98,-4.2,27220.86,26076.88,2023-01-19
BET-XT LEI,1025.32,-34.61,-3.27,1059.93,1024.76,2023-01-19
BET-XT-TR LEI,1982.0,-66.91,-3.27,2048.91,1980.92,2023-01-19
BET-NG LEI,856.1,-41.73,-4.65,897.83,856.1,2023-01-19
BET-BK LEI,2214.87,-52.86,-2.33,2267.85,2209.37,2023-01-19
BET-TRN LEI,22699.54,-878.27,-3.72,23577.81,22699.54,2023-01-19
BET-XT-TRN LEI,1972.76,-66.6,-3.27,2039.36,1971.69,2023-01-19
BET USD,1889.72,-85.01,-4.3,0.0,0.0,2023-01-19
BET-TR USD,16814.84,-756.39,-4.3,0.0,0.0,2023-01-19
BETPlus USD,1213.49,-52.56,-4.15,0.0,0.0,2023-01-19
BET-FI USD,26969.24,-379.45,-1.39,0.0,0.0,2023-01-19
BET-XT USD,565.98,-22.65,-3.85,0.0,0.0,2023-01-19
BET-XT-TR USD,1424.86,-57.02,-3.85,0.0,0.0,2023-01-19
BET-NG USD,472.57,-26.04,-5.22,0.0,0.0,2023-01-19
BET-BK USD,1366.93,-41.1,-2.92,0.0,0.0,2023-01-19
BET-TRN USD,16730.86,-752.61,-4.3,0.0,0.0,2023-01-19
BET-XT-TRN USD,1418.25,-56.76,-3.85,0.0,0.0,2023-01-19
BET EUR,8255.98,-351.63,-4.09,0.0,0.0,2023-01-19
BET-TR EUR,20749.04,-883.72,-4.09,0.0,0.0,2023-01-19
BETPlus EUR,1559.97,-63.84,-3.93,0.0,0.0,2023-01-19
BET-FI EUR,22243.95,-261.32,-1.16,0.0,0.0,2023-01-19
BET-XT EUR,716.98,-26.98,-3.63,0.0,0.0,2023-01-19
BET-XT-TR EUR,1778.27,-66.93,-3.63,0.0,0.0,2023-01-19
BET-NG EUR,599.34,-31.57,-5.0,0.0,0.0,2023-01-19
BET-BK EUR,1904.47,-52.77,-2.7,0.0,0.0,2023-01-19
BET-TRN EUR,20749.04,-883.72,-4.09,0.0,0.0,2023-01-19
BET-XT-TRN EUR,1769.83,-66.62,-3.63,0.0,0.0,2023-01-19
BET LEI,11616.55,-112.5,-0.96,11778.0,11602.59,2023-01-20
BET-TR LEI,22594.61,-218.82,-0.96,22908.64,22567.46,2023-01-20
BETPlus LEI,1740.98,-14.69,-0.84,1762.57,1737.29,2023-01-20
BET-FI LEI,50582.39,-155.28,-0.31,51039.49,49864.19,2023-01-20
ROTX LEI,25839.86,-237.02,-0.91,26164.92,25798.17,2023-01-20
BET-XT LEI,1015.57,-9.75,-0.95,1028.69,1012.16,2023-01-20
BET-XT-TR LEI,1963.16,-18.84,-0.95,1988.51,1956.57,2023-01-20
BET-NG LEI,847.15,-8.95,-1.05,856.89,840.45,2023-01-20
BET-BK LEI,2198.37,-16.5,-0.74,2221.88,2188.59,2023-01-20
BET-TRN LEI,22481.81,-217.73,-0.96,22794.27,22454.8,2023-01-20
BET-XT-TRN LEI,1954.01,-18.75,-0.95,1979.24,1947.45,2023-01-20
BET USD,1871.59,-18.13,-0.96,0.0,0.0,2023-01-20
BET-TR USD,16653.56,-161.28,-0.96,0.0,0.0,2023-01-20
BETPlus USD,1203.34,-10.15,-0.84,0.0,0.0,2023-01-20
BET-FI USD,26886.7,-82.54,-0.31,0.0,0.0,2023-01-20
BET-XT USD,560.6,-5.38,-0.95,0.0,0.0,2023-01-20
BET-XT-TR USD,1411.32,-13.54,-0.95,0.0,0.0,2023-01-20
BET-NG USD,467.63,-4.94,-1.05,0.0,0.0,2023-01-20
BET-BK USD,1356.75,-10.18,-0.74,0.0,0.0,2023-01-20
BET-TRN USD,16570.38,-160.48,-0.96,0.0,0.0,2023-01-20
BET-XT-TRN USD,1404.77,-13.48,-0.95,0.0,0.0,2023-01-20
BET EUR,8177.62,-78.36,-0.95,0.0,0.0,2023-01-20
BET-TR EUR,20552.1,-196.94,-0.95,0.0,0.0,2023-01-20
BETPlus EUR,1547.07,-12.9,-0.83,0.0,0.0,2023-01-20
BET-FI EUR,22178.12,-65.83,-0.3,0.0,0.0,2023-01-20
BET-XT EUR,710.23,-6.75,-0.94,0.0,0.0,2023-01-20
BET-XT-TR EUR,1761.54,-16.73,-0.94,0.0,0.0,2023-01-20
BET-NG EUR,593.13,-6.21,-1.04,0.0,0.0,2023-01-20
BET-BK EUR,1890.47,-14.0,-0.74,0.0,0.0,2023-01-20
BET-TRN EUR,20552.1,-196.94,-0.95,0.0,0.0,2023-01-20
BET-XT-TRN EUR,1753.19,-16.64,-0.94,0.0,0.0,2023-01-20
BET LEI,11663.53,46.98,0.4,11689.24,11616.55,2023-01-21
BET-TR LEI,22685.99,91.38,0.4,22735.99,22594.61,2023-01-21
BETPlus LEI,1748.14,7.16,0.41,1751.59,1739.42,2023-01-21
BET-FI LEI,50284.36,-298.03,-0.59,50808.75,50246.63,2023-01-21
ROTX LEI,25947.89,108.03,0.42,26024.4,25849.78,2023-01-21
BET-XT LEI,1018.6,3.03,0.3,1021.32,1015.57,2023-01-21
BET-XT-TR LEI,1969.01,5.85,0.3,1974.27,1963.16,2023-01-21
BET-NG LEI,852.34,5.19,0.61,855.49,847.13,2023-01-21
BET-BK LEI,2202.71,4.34,0.2,2207.15,2197.16,2023-01-21
BET-TRN LEI,22572.73,90.92,0.4,22622.48,22481.81,2023-01-21
BET-XT-TRN LEI,1959.83,5.82,0.3,1965.07,1954.01,2023-01-21
BET USD,1885.44,13.85,0.74,0.0,0.0,2023-01-21
BET-TR USD,16776.83,123.27,0.74,0.0,0.0,2023-01-21
BETPlus USD,1212.33,8.99,0.75,0.0,0.0,2023-01-21
BET-FI USD,26817.67,-69.03,-0.26,0.0,0.0,2023-01-21
BET-XT USD,564.15,3.55,0.63,0.0,0.0,2023-01-21
BET-XT-TR USD,1420.26,8.94,0.63,0.0,0.0,2023-01-21
BET-NG USD,472.07,4.44,0.95,0.0,0.0,2023-01-21
BET-BK USD,1363.97,7.22,0.53,0.0,0.0,2023-01-21
BET-TRN USD,16693.04,122.66,0.74,0.0,0.0,2023-01-21
BET-XT-TRN USD,1413.67,8.9,0.63,0.0,0.0,2023-01-21
BET EUR,8208.04,30.42,0.37,0.0,0.0,2023-01-21
BET-TR EUR,20628.55,76.45,0.37,0.0,0.0,2023-01-21
BETPlus EUR,1552.93,5.86,0.38,0.0,0.0,2023-01-21
BET-FI EUR,22040.32,-137.8,-0.62,0.0,0.0,2023-01-21
BET-XT EUR,712.12,1.89,0.27,0.0,0.0,2023-01-21
BET-XT-TR EUR,1766.22,4.68,0.27,0.0,0.0,2023-01-21
BET-NG EUR,596.57,3.44,0.58,0.0,0.0,2023-01-21
BET-BK EUR,1893.59,3.12,0.17,0.0,0.0,2023-01-21
BET-TRN EUR,20628.55,76.45,0.37,0.0,0.0,2023-01-21
BET-XT-TRN EUR,1757.84,4.65,0.27,0.0,0.0,2023-01-21
BET LEI,12065.04,51.5,0.43,12101.44,12010.99,2023-01-22
BET-TR LEI,23466.94,100.16,0.43,23537.75,23361.82,2023-01-22
BETPlus LEI,1806.49,7.86,0.44,1811.17,1798.24,2023-01-22
BET-FI LEI,50729.0,-279.41,-0.55,51046.14,50566.93,2023-01-22
ROTX LEI,26847.35,105.61,0.39,26965.83,26741.74,2023-01-22
BET-XT LEI,1051.44,3.2,0.31,1054.88,1048.01,2023-01-22
BET-XT-TR LEI,2032.48,6.18,0.3,2039.14,2025.86,2023-01-22
BET-NG LEI,885.69,2.38,0.27,890.32,881.43,2023-01-22
BET-BK LEI,2284.22,11.74,0.52,2285.22,2268.45,2023-01-22
BET-TRN LEI,23349.78,99.66,0.43,23420.24,23245.19,2023-01-22
BET-XT-TRN LEI,2023.0,6.15,0.3,2029.63,2016.41,2023-01-22
BET USD,1948.58,24.0,1.25,0.0,0.0,2023-01-22
BET-TR USD,17338.65,213.55,1.25,0.0,0.0,2023-01-22
BETPlus USD,1251.66,15.52,1.26,0.0,0.0,2023-01-22
BET-FI USD,27030.31,70.8,0.26,0.0,0.0,2023-01-22
BET-XT USD,581.81,6.46,1.12,0.0,0.0,2023-01-22
BET-XT-TR USD,1464.72,16.26,1.12,0.0,0.0,2023-01-22
BET-NG USD,490.1,5.27,1.09,0.0,0.0,2023-01-22
BET-BK USD,1413.17,18.63,1.34,0.0,0.0,2023-01-22
BET-TRN USD,17252.05,212.48,1.25,0.0,0.0,2023-01-22
BET-XT-TRN USD,1457.91,16.18,1.12,0.0,0.0,2023-01-22
BET EUR,8526.79,37.95,0.45,0.0,0.0,2023-01-22
BET-TR EUR,21429.63,95.36,0.45,0.0,0.0,2023-01-22
BETPlus EUR,1611.61,7.31,0.46,0.0,0.0,2023-01-22
BET-FI EUR,22329.99,-118.89,-0.53,0.0,0.0,2023-01-22
BET-XT EUR,738.21,2.38,0.32,0.0,0.0,2023-01-22
BET-XT-TR EUR,1830.92,5.9,0.32,0.0,0.0,2023-01-22
BET-NG EUR,622.56,1.79,0.29,0.0,0.0,2023-01-22
BET-BK EUR,1972.03,10.49,0.53,0.0,0.0,2023-01-22
BET-TRN EUR,21429.63,95.36,0.45,0.0,0.0,2023-01-22
BET-XT-TRN EUR,1822.23,5.87,0.32,0.0,0.0,2023-01-22
BET LEI,12169.44,104.4,0.87,12177.77,12065.04,2023-01-23
BET-TR LEI,23670.0,203.06,0.87,23686.2,23466.94,2023-01-23
BETPlus LEI,1821.18,14.69,0.81,1822.45,1806.48,2023-01-23
BET-FI LEI,50921.97,192.97,0.38,51084.35,50518.55,2023-01-23
ROTX LEI,27063.81,216.46,0.81,27091.77,26850.54,2023-01-23
BET-XT LEI,1060.49,9.05,0.86,1060.78,1051.44,2023-01-23
BET-XT-TR LEI,2049.98,17.5,0.86,2050.54,2032.48,2023-01-23
BET-NG LEI,894.47,8.78,0.99,895.5,885.69,2023-01-23
BET-BK LEI,2305.54,21.32,0.93,2306.89,2284.22,2023-01-23
BET-TRN LEI,23551.83,202.05,0.87,23567.94,23349.78,2023-01-23
BET-XT-TRN LEI,2040.42,17.42,0.86,2040.97,2023.0,2023-01-23
BET USD,1965.44,16.86,0.87,0.0,0.0,2023-01-23
BET-TR USD,17488.68,150.03,0.87,0.0,0.0,2023-01-23
BETPlus USD,1261.84,10.18,0.81,0.0,0.0,2023-01-23
BET-FI USD,27133.13,102.82,0.38,0.0,0.0,2023-01-23
BET-XT USD,586.82,5.01,0.86,0.0,0.0,2023-01-23
BET-XT-TR USD,1477.33,12.61,0.86,0.0,0.0,2023-01-23
BET-NG USD,494.96,4.86,0.99,0.0,0.0,2023-01-23
BET-BK USD,1426.36,13.19,0.93,0.0,0.0,2023-01-23
BET-TRN USD,17401.34,149.29,0.87,0.0,0.0,2023-01-23
BET-XT-TRN USD,1470.46,12.55,0.86,0.0,0.0,2023-01-23
BET EUR,8604.24,77.45,0.91,0.0,0.0,2023-01-23
BET-TR EUR,21624.28,194.65,0.91,0.0,0.0,2023-01-23
BETPlus EUR,1625.41,13.8,0.86,0.0,0.0,2023-01-23
BET-FI EUR,22424.49,94.5,0.42,0.0,0.0,2023-01-23
BET-XT EUR,744.88,6.67,0.9,0.0,0.0,2023-01-23
BET-XT-TR EUR,1847.47,16.55,0.9,0.0,0.0,2023-01-23
BET-NG EUR,629.0,6.44,1.03,0.0,0.0,2023-01-23
BET-BK EUR,1991.28,19.25,0.98,0.0,0.0,2023-01-23
BET-TRN EUR,21624.28,194.65,0.91,0.0,0.0,2023-01-23
BET-XT-TRN EUR,1838.7,16.47,0.9,0.0,0.0,2023-01-23
BET LEI,12286.92,151.86,1.25,12286.92,12135.06,2023-01-24
BET-TR LEI,23898.52,295.38,1.25,23898.52,23603.14,2023-01-24
BETPlus LEI,1838.37,21.98,1.21,1838.37,1816.1,2023-01-24
BET-FI LEI,50736.74,14.08,0.03,50909.6,50478.29,2023-01-24
ROTX LEI,27323.29,359.41,1.33,27323.29,26958.02,2023-01-24
BET-XT LEI,1068.36,11.04,1.04,1068.61,1057.09,2023-01-24
BET-XT-TR LEI,2065.19,21.34,1.04,2065.68,2043.41,2023-01-24
BET-NG LEI,897.89,11.58,1.31,898.56,886.31,2023-01-24
BET-BK LEI,2319.36,17.21,0.75,2320.61,2301.12,2023-01-24
BET-TRN LEI,23779.2,293.9,1.25,23779.2,23485.3,2023-01-24
