info,value_mil_ron,value_mil_usd,value_mil_eur,volume,trades,date
Total trading Units,219509.97,48972.62,44793.38,9082,134,2023-02-05
Total trading Structured,2961796.34,660776.01,604386.56,493246,747,2023-02-05
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-05
Total trading,27708808.75,6181828.24,5654281.95,19494534,4358,2023-02-05
Market Cap,214438.24,47056.89,43730.78,0,0,2023-02-06
Cap Excluding SIF and FP,196762.12,43177.99,40126.05,0,0,2023-02-06
Cap SIF and FP,17676.12,3878.89,3604.72,0,0,2023-02-06
Total trading equites Shares,27928631.19,6128731.88,5695536.17,25017616,3678,2023-02-06
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-06
Total trading Bonds,3145841.98,690331.79,641537.23,17376,119,2023-02-06
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-06
Total trading Units,207609.53,45558.38,42338.19,11211,189,2023-02-06
Total trading Structured,1867663.54,409844.97,380875.99,639444,678,2023-02-06
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-06
Total trading,33149746.24,7274467.02,6760287.58,25685647,4664,2023-02-06
Market Cap,217104.47,47662.89,44341.42,0,0,2023-02-07
Cap Excluding SIF and FP,199455.78,43788.32,40736.85,0,0,2023-02-07
Cap SIF and FP,17648.69,3874.58,3604.57,0,0,2023-02-07
Total trading equites Shares,52304738.09,11482928.23,10682720.9,51158455,6284,2023-02-07
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-07
Total trading Bonds,1122024.28,246328.05,229162.26,7752,170,2023-02-07
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-07
Total trading Units,228091.95,50075.07,46585.51,12358,226,2023-02-07
Total trading Structured,1346679.46,295648.62,275045.84,376899,590,2023-02-07
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-07
Total trading,55001533.78,12074979.96,11233514.51,51555464,7270,2023-02-07
Market Cap,215407.8,47030.22,43920.44,0,0,2023-02-08
Cap Excluding SIF and FP,197679.6,43159.6,40305.76,0,0,2023-02-08
Cap SIF and FP,17728.2,3870.62,3614.68,0,0,2023-02-08
Total trading equites Shares,30192949.41,6592059.17,6156172.78,29431763,3285,2023-02-08
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-08
Total trading Bonds,897114.87,195868.05,182916.68,5624,132,2023-02-08
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-08
Total trading Units,169505.81,37008.39,34561.28,9210,169,2023-02-08
Total trading Structured,2642699.28,576983.38,538831.53,606396,773,2023-02-08
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-08
Total trading,33902269.37,7401918.98,6912482.28,30052993,4359,2023-02-08
Market Cap,217772.29,47429.44,44409.79,0,0,2023-02-09
Cap Excluding SIF and FP,199949.83,43547.82,40775.3,0,0,2023-02-09
Cap SIF and FP,17822.46,3881.62,3634.49,0,0,2023-02-09
Total trading equites Shares,21974492.58,4785907.13,4481206.55,29790696,3310,2023-02-09
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-09
Total trading Bonds,3252078.12,708282.29,663188.64,10246,137,2023-02-09
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-09
Total trading Units,152296.77,33169.28,31057.52,8253,151,2023-02-09
Total trading Structured,1164595.39,253641.59,237493.19,286155,491,2023-02-09
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-09
Total trading,26543462.86,5781000.29,5412945.9,30095350,4089,2023-02-09
Market Cap,217247.24,47664.93,44325.32,0,0,2023-02-10
Cap Excluding SIF and FP,199488.35,43768.56,40701.94,0,0,2023-02-10
Cap SIF and FP,17758.89,3896.37,3623.38,0,0,2023-02-10
Total trading equites Shares,26568581.48,5829255.66,5420831.93,12766451,4469,2023-02-10
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-10
Total trading Bonds,2534072.8,555985.96,517031.09,14437,162,2023-02-10
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-10
Total trading Units,252589.02,55419.07,51536.16,13016,247,2023-02-10
Total trading Structured,2158194.22,473516.65,440339.96,534326,878,2023-02-10
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-10
Total trading,31513437.52,6914177.34,6429739.14,13328230,5756,2023-02-10
Market Cap,217424.24,47564.97,44378.63,0,0,2023-02-11
Cap Excluding SIF and FP,199517.62,43647.62,40723.7,0,0,2023-02-11
Cap SIF and FP,17906.62,3917.35,3654.93,0,0,2023-02-11
Total trading equites Shares,23707949.55,5186486.74,4839048.34,13068572,3494,2023-02-11
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-11
Total trading Bonds,1442548.27,315580.12,294439.67,6281,123,2023-02-11
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-11
Total trading Units,305533.89,66840.34,62362.76,16505,151,2023-02-11
Total trading Structured,673272.39,147288.92,137422.16,304223,343,2023-02-11
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-11
Total trading,26129304.1,5716196.12,5333272.93,13395581,4111,2023-02-11
Market Cap,217825.8,47603.87,44447.89,0,0,2023-02-12
Cap Excluding SIF and FP,199904.57,43687.35,40791.02,0,0,2023-02-12
Cap SIF and FP,17921.23,3916.52,3656.87,0,0,2023-02-12
Total trading equites Shares,34447347.8,7528158.53,7029066.82,12242937,3441,2023-02-12
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-12
Total trading Bonds,2008475.78,438934.34,409834.47,7447,166,2023-02-12
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-12
Total trading Units,173750.7,37971.65,35454.26,7244,159,2023-02-12
Total trading Structured,1363090.71,297891.23,278142.04,630508,504,2023-02-12
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-12
Total trading,37992664.99,8302955.76,7752497.59,12888136,4270,2023-02-12
Market Cap,217452.31,47195.29,44341.82,0,0,2023-02-13
Cap Excluding SIF and FP,199568.39,43313.81,40695.02,0,0,2023-02-13
Cap SIF and FP,17883.91,3881.48,3646.8,0,0,2023-02-13
Total trading equites Shares,15322298.95,3325512.52,3124449.21,13459737,3200,2023-02-13
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-13
Total trading Bonds,2837378.8,615817.43,578584.58,18803,180,2023-02-13
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-13
Total trading Units,231195.79,50178.14,47144.33,12468,176,2023-02-13
Total trading Structured,1675167.55,363574.07,341592.07,387505,607,2023-02-13
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-13
Total trading,20066041.09,4355082.16,4091770.2,13878513,4163,2023-02-13
Market Cap,217410.66,47215.97,44192.75,0,0,2023-02-14
Cap Excluding SIF and FP,199539.32,43334.78,40560.07,0,0,2023-02-14
Cap SIF and FP,17871.33,3881.19,3632.68,0,0,2023-02-14
Total trading equites Shares,10140561.15,2202267.54,2061257.24,7471388,2871,2023-02-14
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-14
Total trading Bonds,2263725.44,491622.6,460144.21,10847,179,2023-02-14
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-14
Total trading Units,158588.51,34441.32,32236.06,8549,159,2023-02-14
Total trading Structured,619871.23,134619.99,126000.33,199513,185,2023-02-14
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-14
Total trading,13182746.33,2862951.46,2679637.84,7690297,3394,2023-02-14
Market Cap,216701.39,46936.56,44051.27,0,0,2023-02-15
Cap Excluding SIF and FP,198728.14,43043.63,40397.65,0,0,2023-02-15
Cap SIF and FP,17973.25,3892.93,3653.62,0,0,2023-02-15
Total trading equites Shares,14826130.56,3211273.92,3013869.97,8290225,2995,2023-02-15
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-15
Total trading Bonds,1249792.7,270699.54,254059.05,6014,103,2023-02-15
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-15
Total trading Units,113701.62,24627.27,23113.37,6120,115,2023-02-15
Total trading Structured,1643231.26,355916.58,334037.62,319316,585,2023-02-15
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-15
Total trading,17832856.15,3862517.3,3625080.01,8621675,3798,2023-02-15
Market Cap,214311.43,46280.57,43516.78,0,0,2023-02-16
Cap Excluding SIF and FP,196534.11,42441.55,39907.02,0,0,2023-02-16
Cap SIF and FP,17777.32,3839.01,3609.75,0,0,2023-02-16
Total trading equites Shares,19475827.34,4205806.32,3954643.3,18178971,3446,2023-02-16
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-16
Total trading Bonds,1527665.87,329899.55,310198.56,7087,124,2023-02-16
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-16
Total trading Units,1425416.74,307818.85,289436.47,260988,1048,2023-02-16
Total trading Structured,1339169.09,289193.66,271923.55,433570,512,2023-02-16
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-16
Total trading,23768079.04,5132718.38,4826201.88,18880616,5130,2023-02-16
Market Cap,214975.97,46396.02,43769.92,0,0,2023-02-17
Cap Excluding SIF and FP,196946.52,42504.91,40099.06,0,0,2023-02-17
Cap SIF and FP,18029.45,3891.11,3670.86,0,0,2023-02-17
Total trading equites Shares,28630289.76,6178976.96,5829235.42,30762587,2500,2023-02-17
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-17
Total trading Bonds,1280832.44,276428.71,260782.33,5374,97,2023-02-17
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-17
Total trading Units,352527.06,76082.24,71775.84,62978,285,2023-02-17
Total trading Structured,1504587.12,324719.35,306339.63,306197,394,2023-02-17
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-17
Total trading,31768236.39,6856207.26,6468133.23,31137136,3276,2023-02-17
Market Cap,214565.28,46216.62,43637.44,0,0,2023-02-18
Cap Excluding SIF and FP,196496.71,42324.71,39962.72,0,0,2023-02-18
Cap SIF and FP,18068.58,3891.91,3674.72,0,0,2023-02-18
Total trading equites Shares,14987597.67,3228276.75,3048118.29,7665421,3339,2023-02-18
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-18
Total trading Bonds,1397989.54,301122.12,284317.58,5450,89,2023-02-18
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-18
Total trading Units,253489.63,54600.79,51553.72,38860,242,2023-02-18
Total trading Structured,2396043.3,516099.44,487297.8,506373,697,2023-02-18
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-18
Total trading,19035120.14,4100099.1,3871287.39,8216104,4367,2023-02-18
Market Cap,215966.83,46385.62,43909.08,0,0,2023-02-19
Cap Excluding SIF and FP,197948.2,42515.56,40245.64,0,0,2023-02-19
Cap SIF and FP,18018.63,3870.06,3663.44,0,0,2023-02-19
Total trading equites Shares,23777003.28,5106854.37,4834198.08,15839496,4355,2023-02-19
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-19
Total trading Bonds,1737696.94,373224.71,353298.15,9084,153,2023-02-19
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-19
Total trading Units,398051.88,85494.08,80929.53,49461,388,2023-02-19
Total trading Structured,1355699.38,291178.8,275632.69,1112209,519,2023-02-19
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-19
Total trading,27268451.48,5856751.96,5544058.44,17010250,5415,2023-02-19
Market Cap,219558.26,47343.08,44625.66,0,0,2023-02-20
Cap Excluding SIF and FP,201522.33,43454.01,40959.82,0,0,2023-02-20
Cap SIF and FP,18035.93,3889.07,3665.84,0,0,2023-02-20
Total trading equites Shares,42565016.72,9178242.35,8651426.16,54986421,4296,2023-02-20
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-20
Total trading Bonds,2519653.15,543309.72,512124.62,16023,170,2023-02-20
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-20
Total trading Units,277927.39,59929.14,56489.31,31813,277,2023-02-20
Total trading Structured,1197060.96,258120.78,243305.07,603531,502,2023-02-20
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-20
Total trading,46559658.22,10039601.99,9463345.16,55637788,5245,2023-02-20
Market Cap,220499.29,47573.69,44805.09,0,0,2023-02-21
Cap Excluding SIF and FP,202498.68,43689.98,41147.4,0,0,2023-02-21
Cap SIF and FP,18000.61,3883.71,3657.69,0,0,2023-02-21
Total trading equites Shares,33198503.57,7162722.72,6745880.88,24196595,6877,2023-02-21
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-21
Total trading Bonds,1380282.44,297801.99,280471.1,11235,89,2023-02-21
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-21
Total trading Units,477364.22,102993.42,96999.62,65807,324,2023-02-21
Total trading Structured,1374280.17,296506.97,279251.45,440672,648,2023-02-21
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-21
Total trading,36430430.4,7860025.1,7402603.04,24714309,7938,2023-02-21
Market Cap,222535.54,48066.95,45222.53,0,0,2023-02-22
Cap Excluding SIF and FP,204450.57,44160.65,41547.39,0,0,2023-02-22
Cap SIF and FP,18084.97,3906.3,3675.14,0,0,2023-02-22
Total trading equites Shares,23406345.52,5055693.78,4756517.2,20325057,5312,2023-02-22
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-22
Total trading Bonds,1085915.04,234554.08,220674.07,5881,144,2023-02-22
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-22
Total trading Units,713372.37,154086.09,144967.87,88556,461,2023-02-22
Total trading Structured,1656287.47,357752.65,336582.22,422857,530,2023-02-22
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-22
Total trading,26861920.4,5802086.61,5458741.36,20842351,6447,2023-02-22
Market Cap,220189.67,47329.21,44794.06,0,0,2023-02-23
Cap Excluding SIF and FP,201954.79,43409.67,41084.46,0,0,2023-02-23
Cap SIF and FP,18234.88,3919.54,3709.59,0,0,2023-02-23
Total trading equites Shares,32838609.8,7058575.28,6680488.6,30720194,3786,2023-02-23
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-23
Total trading Bonds,599926.02,128952.56,122045.33,3528,95,2023-02-23
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-23
Total trading Units,212632.24,45704.76,43256.62,26052,245,2023-02-23
Total trading Structured,2189240.9,470571.74,445365.95,993934,447,2023-02-23
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-23
Total trading,35840408.96,7703804.34,7291156.51,31743708,4573,2023-02-23
Market Cap,209534.72,45498.6,42627.35,0,0,2023-02-24
Cap Excluding SIF and FP,191249.05,41528.03,38907.34,0,0,2023-02-24
Cap SIF and FP,18285.67,3970.57,3720.0,0,0,2023-02-24
Total trading equites Shares,43511998.81,9448244.15,8851998.53,22207514,6971,2023-02-24
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-24
Total trading Bonds,702437.67,152528.1,142902.59,4064,145,2023-02-24
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-24
Total trading Units,829688.38,180159.46,168790.23,87404,737,2023-02-24
Total trading Structured,13108556.01,2846406.53,2666779.78,8425077,1790,2023-02-24
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-24
Total trading,58152680.88,12627338.25,11830471.13,30724059,9643,2023-02-24
Market Cap,213888.53,46522.79,43426.5,0,0,2023-02-25
Cap Excluding SIF and FP,195550.04,42533.99,39703.17,0,0,2023-02-25
Cap SIF and FP,18338.5,3988.8,3723.33,0,0,2023-02-25
Total trading equites Shares,329096615.94,71581645.66,66817577.8,164872930,5837,2023-02-25
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-25
Total trading Bonds,1745475.33,379657.49,354389.65,11764,155,2023-02-25
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-25
Total trading Units,407511.63,88637.66,82738.44,50918,311,2023-02-25
Total trading Structured,3248226.18,706520.1,659498.14,1295284,725,2023-02-25
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-25
Total trading,334497829.08,72756460.91,67914204.02,166230896,7028,2023-02-25
Market Cap,204588.14,44119.85,41591.41,0,0,2023-02-26
Cap Excluding SIF and FP,186582.77,40236.95,37931.04,0,0,2023-02-26
Cap SIF and FP,18005.37,3882.9,3660.37,0,0,2023-02-26
Total trading equites Shares,43835281.36,9453167.14,8911421.29,31792276,4395,2023-02-26
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-26
Total trading Bonds,1905631.65,410953.32,387402.25,11005,140,2023-02-26
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-26
Total trading Units,187265.92,40384.27,38069.92,15875,217,2023-02-26
Total trading Structured,3020200.42,651312.33,613986.66,1369545,987,2023-02-26
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-26
Total trading,48948379.35,10555817.06,9950880.12,33188701,5739,2023-02-26
Market Cap,204794.4,44758.91,41617.27,0,0,2023-02-27
Cap Excluding SIF and FP,186956.24,40860.29,37992.29,0,0,2023-02-27
Cap SIF and FP,17838.16,3898.62,3624.98,0,0,2023-02-27
Total trading equites Shares,42265655.32,9237385.05,8589009.19,26131960,4230,2023-02-27
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-27
Total trading Bonds,1448864.33,316657.05,294430.76,7838,144,2023-02-27
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-27
Total trading Units,303681.21,66371.15,61712.53,30175,269,2023-02-27
Total trading Structured,2403701.2,525341.75,488467.8,454529,686,2023-02-27
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-27
Total trading,46421902.06,10145755.0,9433620.28,26624502,5329,2023-02-27
Market Cap,203548.98,44594.9,41344.85,0,0,2023-02-28
Cap Excluding SIF and FP,185717.79,40688.32,37722.98,0,0,2023-02-28
Cap SIF and FP,17831.19,3906.58,3621.87,0,0,2023-02-28
Total trading equites Shares,53550462.28,11732201.88,10877165.72,36858749,6049,2023-02-28
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-02-28
Total trading Bonds,794075.41,173971.48,161292.53,6170,93,2023-02-28
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-02-28
Total trading Units,415408.8,91010.6,84377.8,36795,334,2023-02-28
Total trading Structured,2792254.96,611746.33,567162.61,280725,345,2023-02-28
Total trading Futures,0.0,0.0,0.0,0,0,2023-02-28
Total trading,57552201.45,12608930.29,11689998.66,37182439,6821,2023-02-28
Market Cap,203190.35,44903.94,41287.1,0,0,2023-03-01
Cap Excluding SIF and FP,185334.11,40957.81,37658.82,0,0,2023-03-01
Cap SIF and FP,17856.24,3946.13,3628.28,0,0,2023-03-01
Total trading equites Shares,82038929.93,18130150.26,16669835.8,71397801,4292,2023-03-01
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-03-01
Total trading Bonds,2292111.22,506543.91,465743.73,10363,217,2023-03-01
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-03-01
Total trading Units,141080.57,31178.03,28666.75,11770,139,2023-03-01
Total trading Structured,2923186.37,646008.03,593974.55,443865,604,2023-03-01
Total trading Futures,0.0,0.0,0.0,0,0,2023-03-01
Total trading,87395308.09,19313880.23,17758220.84,71863799,5252,2023-03-01
Market Cap,197759.13,43081.02,40150.06,0,0,2023-03-02
Cap Excluding SIF and FP,179782.75,39164.94,36500.41,0,0,2023-03-02
Cap SIF and FP,17976.37,3916.08,3649.65,0,0,2023-03-02
Total trading equites Shares,34062870.21,7420457.95,6915616.73,23614461,5799,2023-03-02
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-03-02
Total trading Bonds,2484428.77,541222.72,504401.33,11112,255,2023-03-02
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-03-02
Total trading Units,322441.27,70242.52,65463.66,30445,339,2023-03-02
Total trading Structured,6266721.97,1365179.93,1272301.69,1043242,921,2023-03-02
Total trading Futures,0.0,0.0,0.0,0,0,2023-03-02
Total trading,43136462.22,9397103.12,8757783.41,24699260,7314,2023-03-02
Market Cap,199283.33,43404.55,40336.67,0,0,2023-03-03
Cap Excluding SIF and FP,181303.78,39488.55,36697.46,0,0,2023-03-03
Cap SIF and FP,17979.55,3916.0,3639.22,0,0,2023-03-03
Total trading equites Shares,22680503.18,4939887.0,4590730.32,10779050,3689,2023-03-03
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-03-03
Total trading Bonds,1702566.29,370824.45,344614.17,8811,216,2023-03-03
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-03-03
Total trading Units,186715.47,40667.23,37792.83,17053,189,2023-03-03
Total trading Structured,1555317.91,338753.27,314809.82,316887,618,2023-03-03
Total trading Futures,0.0,0.0,0.0,0,0,2023-03-03
Total trading,26125102.85,5690131.95,5287947.13,11121801,4712,2023-03-03
Market Cap,200344.71,43800.77,40489.22,0,0,2023-03-04
Cap Excluding SIF and FP,182316.78,39859.37,36845.82,0,0,2023-03-04
Cap SIF and FP,18027.93,3941.39,3643.4,0,0,2023-03-04
Total trading equites Shares,46643516.79,10197533.18,9426550.95,34186067,3557,2023-03-04
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-03-04
Total trading Bonds,1548985.23,338650.03,313046.47,8798,132,2023-03-04
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-03-04
Total trading Units,153988.38,33666.02,31120.71,15371,175,2023-03-04
Total trading Structured,3757609.35,821514.94,759404.49,493581,386,2023-03-04
Total trading Futures,0.0,0.0,0.0,0,0,2023-03-04
Total trading,52104099.75,11391364.17,10530122.62,34703817,4250,2023-03-04
Market Cap,201310.48,44152.85,40686.05,0,0,2023-03-05
Cap Excluding SIF and FP,183475.29,40241.1,37081.45,0,0,2023-03-05
Cap SIF and FP,17835.19,3911.74,3604.6,0,0,2023-03-05
Total trading equites Shares,92018486.68,20182148.24,18597483.11,175624081,3623,2023-03-05
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-03-05
Total trading Bonds,2473592.81,542525.95,499927.81,11277,137,2023-03-05
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-03-05
Total trading Units,173500.89,38053.45,35065.56,15693,205,2023-03-05
Total trading Structured,1783815.67,391239.12,360519.75,334589,423,2023-03-05
Total trading Futures,0.0,0.0,0.0,0,0,2023-03-05
Total trading,96449396.05,21153966.75,19492996.22,175985640,4388,2023-03-05
Market Cap,203517.91,44685.02,41127.19,0,0,2023-03-06
Cap Excluding SIF and FP,185616.79,40754.59,37509.71,0,0,2023-03-06
Cap SIF and FP,17901.12,3930.42,3617.48,0,0,2023-03-06
Total trading equites Shares,22548981.87,4950923.67,4556730.7,29688018,2905,2023-03-06
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-03-06
Total trading Bonds,2758267.0,605613.57,557394.56,12495,128,2023-03-06
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-03-06
Total trading Units,299812.15,65827.68,60586.47,18189,142,2023-03-06
Total trading Structured,1123420.28,246661.6,227022.38,158171,468,2023-03-06
Total trading Futures,0.0,0.0,0.0,0,0,2023-03-06
Total trading,26730481.3,5869026.52,5401734.11,29876873,3643,2023-03-06
Market Cap,204016.88,44875.37,41223.03,0,0,2023-03-07
Cap Excluding SIF and FP,186046.53,40922.63,37591.99,0,0,2023-03-07
Cap SIF and FP,17970.35,3952.74,3631.03,0,0,2023-03-07
Total trading equites Shares,20010043.05,4401390.81,4043168.06,10956956,2960,2023-03-07
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-03-07
Total trading Bonds,873615.54,192159.68,176520.08,4691,95,2023-03-07
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-03-07
Total trading Units,177992.34,39151.03,35964.59,11479,170,2023-03-07
Total trading Structured,2740353.18,602765.58,553707.37,523840,411,2023-03-07
Total trading Futures,0.0,0.0,0.0,0,0,2023-03-07
Total trading,23802004.11,5235467.1,4809360.1,11496966,3636,2023-03-07
Market Cap,205524.62,45131.56,41588.18,0,0,2023-03-08
Cap Excluding SIF and FP,187460.36,41164.8,37932.85,0,0,2023-03-08
Cap SIF and FP,18064.26,3966.77,3655.33,0,0,2023-03-08
Total trading equites Shares,29003409.33,6368916.6,5868878.23,17819791,4064,2023-03-08
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-03-08
Total trading Bonds,2217607.76,486968.92,448735.86,14365,250,2023-03-08
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-03-08
Total trading Units,248103.12,54481.46,50203.99,20089,254,2023-03-08
Total trading Structured,3761038.42,825893.94,761051.09,832819,691,2023-03-08
Total trading Futures,0.0,0.0,0.0,0,0,2023-03-08
Total trading,35230158.63,7736260.92,7128869.18,18687064,5259,2023-03-08
Market Cap,206212.48,45664.66,41760.32,0,0,2023-03-09
Cap Excluding SIF and FP,188115.58,41657.2,38095.5,0,0,2023-03-09
Cap SIF and FP,18096.9,4007.46,3664.82,0,0,2023-03-09
Total trading equites Shares,43574979.05,9649448.39,8824418.6,20872588,3510,2023-03-09
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-03-09
Total trading Bonds,2201913.83,487602.16,445912.07,7155,161,2023-03-09
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-03-09
Total trading Units,179622.95,39776.55,36375.65,12476,179,2023-03-09
Total trading Structured,1848295.07,409295.15,374300.33,386060,516,2023-03-09
Total trading Futures,0.0,0.0,0.0,0,0,2023-03-09
Total trading,47804810.91,10586122.25,9681006.66,21278279,4366,2023-03-09
Market Cap,206040.53,45759.33,41779.65,0,0,2023-03-10
Cap Excluding SIF and FP,187999.42,41752.6,38121.38,0,0,2023-03-10
Cap SIF and FP,18041.11,4006.73,3658.27,0,0,2023-03-10
Total trading equites Shares,38836524.1,8625163.59,7875035.3,29753456,3358,2023-03-10
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-03-10
Total trading Bonds,2447718.2,543611.21,496333.48,10101,220,2023-03-10
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-03-10
Total trading Units,182478.95,40526.56,37001.98,15946,208,2023-03-10
Total trading Structured,1394616.66,309728.97,282791.92,261813,454,2023-03-10
Total trading Futures,0.0,0.0,0.0,0,0,2023-03-10
Total trading,42861337.91,9519030.33,8691162.68,30041316,4240,2023-03-10
Market Cap,207801.28,45889.47,42090.6,0,0,2023-03-11
Cap Excluding SIF and FP,189795.29,41913.14,38443.45,0,0,2023-03-11
Cap SIF and FP,18005.99,3976.32,3647.15,0,0,2023-03-11
Total trading equites Shares,16058465.11,3546245.85,3252676.74,11913597,2971,2023-03-11
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-03-11
Total trading Bonds,3014019.16,665596.17,610496.08,20659,256,2023-03-11
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-03-11
Total trading Units,315753.47,69728.92,63956.55,22193,211,2023-03-11
Total trading Structured,691229.18,152646.51,140009.96,113979,303,2023-03-11
Total trading Futures,0.0,0.0,0.0,0,0,2023-03-11
Total trading,20079466.91,4434217.45,4067139.33,12070428,3741,2023-03-11
Market Cap,208257.92,46041.15,42185.65,0,0,2023-03-12
Cap Excluding SIF and FP,190342.56,42080.46,38556.64,0,0,2023-03-12
Cap SIF and FP,17915.35,3960.68,3629.01,0,0,2023-03-12
Total trading equites Shares,26912569.2,5949764.37,5451530.21,10784659,3439,2023-03-12
Total trading equites Rights,0.0,0.0,0.0,0,0,2023-03-12
Total trading Bonds,1332812.21,294654.83,269980.39,13531,164,2023-03-12
Total trading equites Shares,0.0,0.0,0.0,0,0,2023-03-12
Total trading Units,202921.66,44861.42,41104.72,15013,225,2023-03-12
Total trading Structured,470460.46,104008.24,95298.57,78647,78,2023-03-12
Total trading Futures,0.0,0.0,0.0,0,0,2023-03-12
Total trading,28918763.53,6393288.86,5857913.89,10891850,3906,2023-03-12
Market Cap,208762.4,46176.16,42332.43,0,0,2023-03-13
Cap Excluding SIF and FP,190683.18,42177.21,38666.37,0,0,2023-03-13
Cap SIF and FP,18079.22,3998.94,3666.07,0,0,2023-03-13
